address,appointment_type,available_slots_count,date,doctor_name,link,location,time_slots
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),9,2025-07-28,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),12,2025-07-24,Dr. Mackenzie Roy,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:30', 'to': '08:45'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:30', 'to': '10:45'}, {'from': '11:00', 'to': '11:15'}, {'from': '13:30', 'to': '13:45'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:30', 'to': '14:45'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-31,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),8,2025-08-01,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),8,2025-07-29,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '12:00', 'to': '12:15'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-31,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '16:00', 'to': '16:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),10,2025-08-04,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),10,2025-08-08,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),8,2025-07-22,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '13:45', 'to': '14:00'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-17,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '16:00', 'to': '16:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-18,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-15,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-15,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '12:00', 'to': '12:15'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),6,2025-07-11,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-08,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '12:00', 'to': '12:15'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-08,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-10,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '16:00', 'to': '16:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-14,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-09,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-09,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '16:00', 'to': '16:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-16,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-17,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),6,2025-07-16,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),6,2025-07-21,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),7,2025-07-23,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-07,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),4,2025-07-02,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),3,2025-07-03,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),5,2025-07-03,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),3,2025-07-02,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Schirmer Tear Test Recheck - Tech (Ophtho),1,2025-07-01,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),8,2025-08-20,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:30', 'to': '16:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),36,2025-08-21,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}, {'from': '16:30', 'to': '16:45'}, {'from': '16:45', 'to': '17:00'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),9,2025-08-20,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:30', 'to': '11:45'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),10,2025-08-25,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),36,2025-08-21,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}, {'from': '16:30', 'to': '16:45'}, {'from': '16:45', 'to': '17:00'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),6,2025-08-14,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:30', 'to': '16:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),8,2025-08-18,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),9,2025-08-14,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:30', 'to': '11:45'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),14,2025-08-22,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),8,2025-08-13,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:30', 'to': '16:45'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),8,2025-08-19,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),7,2025-08-19,Dr. Zachary Cochrane,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '12:00', 'to': '12:15'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}]"
"86 W Juniper Ave, Ste 8, Gilbert, Arizona",Tonometry Recheck - Tech (Ophtho),9,2025-08-13,Dr. Lisa Felchle,https://www.thrivepetcare.com/locations/Arizona/Gilbert/eye-care-for-animals-gilbert,Eye Care for Animals Gilbert,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '11:00', 'to': '11:15'}, {'from': '12:00', 'to': '12:15'}]"
